sentiment,Month of Response Date
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Negative,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Negative,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Positive,2024-01-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
Negative,2024-02-01
Negative,2024-02-01
Positive,2024-02-01
Positive,2024-02-01
